51.94467099;7.573118295;40
51.94467094;7.573118713;60
51.94467064;7.573119704;80
51.94467055;7.573119937;100
51.94467064;7.573119704;120
51.94467059;7.573119831;140
51.9446705;7.573119136;160
51.94467069;7.573118121;180
51.94467039;7.573117949;200
51.94467032;7.573117494;220
51.94467018;7.573116985;240
51.9446701;7.573117215;260
51.9446701;7.573117215;280
51.94466976;7.573117162;300
51.94466976;7.573117162;320
51.94466993;7.573116825;340
51.94466946;7.573117355;360
51.94466923;7.573116873;380
51.94466923;7.573116843;400
51.94466897;7.573117342;420
51.94466899;7.57311713;440
51.94466874;7.573117338;460
51.94466849;7.573117547;480
51.94466821;7.573117081;500
51.94466819;7.573116608;520
51.94466819;7.573116608;540
51.94466818;7.573116528;560
51.94466826;7.573117063;580
51.94466827;7.573117145;600
51.9446682;7.573117169;620
51.94466825;7.573117152;640
51.9446682;7.57311681;660
51.94466794;7.573116462;680
51.94466792;7.57311599;700
51.94466787;7.57311613;720
51.94466796;7.573115895;740
51.94466761;7.573115749;760
51.94466761;7.573115749;780
51.94466761;7.573115749;800
51.94466741;7.573115822;820
51.94466731;7.573115981;840
51.94466751;7.573115907;860
51.94466761;7.573116228;880
51.94466757;7.573116325;900
51.94466754;7.573115774;920
51.94466759;7.573115795;940
51.94466764;7.573115778;960
51.94466738;7.573115752;980
51.94466739;7.573115542;1000
51.94466741;7.573115619;1020
51.94466714;7.573115716;1040
51.94466704;7.573116107;1060
51.94466704;7.573116107;1080
51.94466667;7.573115807;1100
51.94466666;7.573115767;1120
51.94466648;7.573115625;1140
51.94466636;7.573115317;1160
51.94466652;7.573114703;1180
51.94466654;7.573114778;1200
51.94466657;7.573115036;1220
51.94466626;7.573114799;1240
51.94466622;7.573114542;1260
51.94466635;7.573114072;1280
51.94466646;7.573116572;1300
51.94466633;7.573117108;1320
51.94466602;7.573115046;1340
51.94466602;7.573114773;1360
51.94466597;7.573114919;1380
51.94466596;7.573114844;1400
51.94466597;7.573114919;1420
51.94466577;7.573115122;1440
51.94466567;7.573114807;1460
51.94466566;7.573114732;1480
51.9446657;7.573114226;1500
51.94466549;7.573114176;1520
51.94466567;7.573114315;1540
51.94466572;7.573114299;1560
51.9446658;7.573113248;1580
51.94466584;7.573113506;1600
51.94466583;7.573114192;1620
51.94466605;7.573113553;1640
51.94466583;7.573113589;1660
51.94466594;7.57311257;1680
51.94466608;7.573111641;1700
51.94466567;7.57311335;1720
51.94466552;7.573113407;1740
51.94466565;7.57311323;1760
51.94466587;7.573112596;1780
51.94466565;7.57311268;1800
51.94466541;7.57311297;1820
51.94466541;7.57311297;1840
51.94466544;7.57311241;1860
51.94466535;7.573112849;1880
51.94466554;7.573113756;1900
51.94466573;7.57311243;1920
51.94466513;7.573111966;1940
51.94466515;7.573111818;1960
51.94466499;7.573111809;1980
51.94466498;7.573111743;2000
51.94466499;7.573111809;2020
51.94466472;7.57311211;2040
51.94466489;7.573111703;2060
51.94466496;7.573112089;2080
51.94466497;7.573112923;2100
51.9446653;7.573112794;2120
51.94466538;7.573112561;2140
51.94466439;7.573111856;2160
51.94466444;7.573111908;2180
51.94466443;7.573111569;2200
51.9446643;7.573112719;2220
51.94466437;7.573111459;2240
51.9446642;7.573111377;2260
51.94466418;7.573110778;2280
51.94466437;7.573110973;2300
51.94466448;7.57311093;2320
51.94466448;7.57311093;2340
51.9446649;7.573110769;2360
51.944665;7.573110662;2380
51.94466514;7.573109848;2400
51.94466527;7.573110624;2420
51.94466507;7.573110634;2440
51.9446651;7.573110619;2460
51.94466506;7.573109898;2480
51.94466515;7.573110406;2500
51.94466518;7.573110592;2520
51.94466549;7.573109362;2540
51.94466532;7.573107877;2560
51.94466525;7.573107431;2580
51.94466536;7.573107099;2600
51.94466523;7.573106327;2620
51.94466516;7.573107108;2640
51.94466506;7.573107149;2660
51.94466291;7.573109365;2680
51.94466289;7.573109032;2700
51.94466279;7.573109136;2720
51.94466281;7.573109054;2740
51.94466263;7.573108924;2760
51.94466251;7.573108431;2780
51.94466254;7.573108417;2800
51.94466257;7.573108546;2820
51.94466252;7.573108287;2840
51.94466249;7.573108301;2860
51.9446626;7.573108257;2880
51.94466258;7.573108128;2900
51.94466253;7.573108069;2920
51.94466254;7.573108127;2940
51.94466229;7.573108024;2960
51.94466204;7.573107981;2980
51.94466224;7.573108183;3000
51.944662;7.573108474;3020
51.94466191;7.57310865;3040
51.9446619;7.57310859;3060
51.94466185;7.573108273;3080
51.94466167;7.573108346;3100
51.94466167;7.573108346;3120
51.94466162;7.57310803;3140
51.94466168;7.573108404;3160
51.94466142;7.573108027;3180
51.94466118;7.573107501;3200
51.9446614;7.573107689;3220
51.94466111;7.573107803;3240
51.94466094;7.573107746;3260
51.94466094;7.573107746;3280
51.94466086;7.573107776;3300
51.94466086;7.573107776;3320
51.9446606;7.573107399;3340
51.94466087;7.573107299;3360
51.94466083;7.573107109;3380
51.94466083;7.573107109;3400
51.94466079;7.573107042;3420
51.94466076;7.573106852;3440
51.94466082;7.57310722;3460
51.94466074;7.573106974;3480
51.94466097;7.573106632;3500
51.94466095;7.573106498;3520
51.94466103;7.57310627;3540
51.94466095;7.573106298;3560
51.94466096;7.573106405;3580
51.94466096;7.573106405;3600
51.94466095;7.573106324;3620
